"date","rconm_1","rconm_2","rconm_3","rconm_r","rcongm_1","rcongm_2","rcongm_3","rcongm_r","rcondm_1","rcondm_2","rcondm_3","rcondm_r","rconndm_1","rconndm_2","rconndm_3","rconndm_r","rconsm_1","rconsm_2","rconsm_3","rconsm_r","rconshhm_1","rconshhm_2","rconshhm_3","rconshhm_r","rconsnpm_1","rconsnpm_2","rconsnpm_3","rconsnpm_r","rconhhm_1","rconhhm_2","rconhhm_3","rconhhm_r","ncongm_1","ncongm_2","ncongm_3","ncongm_r","nconshhm_1","nconshhm_2","nconshhm_3","nconshhm_r","nconsnpm_1","nconsnpm_2","nconsnpm_3","nconsnpm_r","nconhhm_1","nconhhm_2","nconhhm_3","nconhhm_r","pcongm_1","pcongm_2","pcongm_3","pcongm_r","pconshhm_1","pconshhm_2","pconshhm_3","pconshhm_r","pconsnpm_1","pconsnpm_2","pconsnpm_3","pconsnpm_r","pconhhm_1","pconhhm_2","pconhhm_3","pconhhm_r","pcpi_1","pcpi_2","pcpi_3","pcpi_r","pcpix_1","pcpix_2","pcpix_3","pcpix_r","pppi_1","pppi_2","pppi_3","pppi_r","pppix_1","pppix_2","pppix_3","pppix_r","employ_level_1","employ_level_2","employ_level_3","employ_level_r","employ_pct_chg_1","employ_pct_chg_2","employ_pct_chg_3","employ_pct_chg_r","h_1","h_2","h_3","h_r","hg_1","hg_2","hg_3","hg_r","hs_1","hs_2","hs_3","hs_r","ipt_1","ipt_2","ipt_3","ipt_r","ipm_1","ipm_2","ipm_3","ipm_r","cut_1","cut_2","cut_3","cut_r","cum_1","cum_2","cum_3","cum_r","hstarts_1","hstarts_2","hstarts_3","hstarts_r"
"1978:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,131,116,279,1.5881,1.8426,1.63,3.9076,-1.9655,-1.972,-1.972,0,-10.6372,-7.636,-7.636,1.0633,3.7408,0.922,0.922,0,5.9117,6.782,7.6479,4.7143,7.6317,6.7486,7.6155,4.968,NA,NA,NA,NA,NA,NA,NA,NA,2029,2044,2025,1996
"1978:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58,18,14,138,-0.8048,0.251,0.1952,1.9094,1.0012,4.0604,4.0604,1.7303,-1.1326,1.1445,1.1445,1.0624,1.8504,5.6456,5.6456,4.2397,6.7439,5.8663,5.0059,2.3232,6.7109,5.8419,7.5675,4.9475,NA,NA,NA,NA,NA,NA,NA,NA,2073,2081,2075,1970
"1978:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,404,410,335,6.1555,5.7739,5.8619,4.6857,6.1258,6.1258,8.243,7.0768,11.9865,11.9865,11.9865,8.7858,3.7148,3.7148,5.6192,4.2247,5.8378,6.6968,6.6922,9.5739,6.6689,6.6597,5.7975,10.076,NA,NA,NA,NA,NA,NA,NA,NA,2080,2095,2106,1981
"1978:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,447,463,435,6.6692,6.3749,6.6099,6.0989,10.345,7.1309,8.1868,3.4629,16.9666,16.9666,18.2741,9.8599,5.6017,2.7616,2.7616,4.2099,8.3869,7.5149,6.6504,9.4982,8.3403,7.4733,7.4681,12.6292,NA,NA,NA,NA,NA,NA,NA,NA,2104,2155,2107,2094
"1978:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,212,245,280,3.5025,2.9624,3.4307,3.8682,1.9801,5.0136,5.0136,5.22,9.2691,11.6948,12.9307,4.2434,-0.9033,2.7553,1.8292,4.1952,7.4681,8.3287,10.0619,6.9943,7.4271,9.1384,11.7602,9.8893,NA,NA,NA,NA,NA,NA,NA,NA,2125,2062,2074,2044
"1979:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,184,243,137,4.5627,2.5593,3.3926,1.8699,-2.8902,-4.7742,-2.8902,-1.6795,-5.3678,-5.363,-4.312,-12.6804,-2.6814,-4.4355,-2.6834,0,1.6064,0,0,-8.6275,0.795,0.7934,1.5925,-11.13,NA,NA,NA,NA,NA,NA,NA,NA,1656,1669,1679,1630
"1979:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,308,294,247,4.2087,4.3055,4.1062,3.3891,6.0436,7.0709,6.0334,6.9943,4.5105,5.6616,4.5063,7.5949,7.5201,8.4824,6.5424,8.5208,3.2299,0.7981,0.7981,7.008,4.0223,0.7923,0.7929,4.8476,NA,NA,NA,NA,NA,NA,NA,NA,1411,1384,1381,1520
"1979:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,422,445,424,4.5176,5.9213,6.2531,5.8653,10.1784,15.6296,15.6296,10.5945,15.2592,24.3574,23.0209,22.9642,8.4229,11.3898,12.3907,4.1517,9.9645,8.243,9.0881,4.5969,9.8893,7.3413,7.3313,7.3214,NA,NA,NA,NA,NA,NA,NA,NA,1793,1786,1786,1847
"1979:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,4,-15,-62,0.9836,0.0544,-0.2037,-0.8283,-18.4379,-19.2327,-20.0203,-18.3111,-40.4707,-40.4991,-40.4991,-36.8455,-2.6518,-4.3804,-4.3804,-5.9242,-11.22,-15.3474,-16.6902,-12.6581,-11.8591,-15.944,-18.5461,-17.2506,NA,NA,NA,NA,NA,NA,NA,NA,1749,1735,1745,1748
"1979:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,268,291,372,2.3497,3.7058,4.0296,5.1082,12.4096,16.8647,15.7387,18.3859,38.1251,38.1251,39.6506,42.8564,0,5.5201,2.7261,6.2972,16.2817,15.3895,13.502,9.4608,18.0392,18.9819,18.8737,15.2916,NA,NA,NA,NA,NA,NA,NA,NA,1827,1830,1835,1876
"1979:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,170,225,319,1.323,2.3286,3.0925,4.3476,-0.9635,1.9543,1.9543,5.1454,-1.0934,0,-1.0924,3.1452,0,3.6415,5.5075,8.4311,-3.1166,-0.7846,0,0,-3.8518,-1.5494,0,2.3832,NA,NA,NA,NA,NA,NA,NA,NA,1935,1935,1923,1913
"1979:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,49,87,109,0.5968,0.6644,1.1711,1.4613,0,0,0,-1.6563,-3.2444,-3.2473,-2.1582,-3.0493,1.8004,0.8952,1.7725,0,-1.5645,1.5862,1.5841,-2.2283,-3.0806,0,0.7825,0,NA,NA,NA,NA,85.6,85.9,86,84.4,1799,1791,1788,1760
"1979:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,49,83,0.027,0.0669,0.6574,1.1096,-3.8,-2.8267,-1.8927,0,-12.4505,-6.3582,-5.3249,-4.0569,0.8945,-0.8743,-0.8743,0,-12.5789,-9.745,-9.0275,-6.5609,-13.8575,-12.4714,-12.4637,-13.239,NA,NA,NA,NA,84.6,84.8,84.9,83.1,1783,1806,1793,1778
"1979:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,83,41,27,1.8207,1.1153,0.5495,0.3594,3.8956,3.8925,3.8925,1.6842,2.218,2.216,3.3408,-1.0322,4.4819,6.3257,5.4001,2.0356,6.5239,5.6838,6.5195,0,7.3263,8.1645,8.1645,2.4071,NA,NA,NA,NA,85.1,85.2,85.3,83.1,1881,1911,1921,1832
"1979:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,164,179,154,4.1645,2.2136,2.4183,2.0652,0,-0.949,-0.949,3.3895,-3.2357,-8.4085,-7.3941,-1.0331,1.7621,3.5552,2.6557,4.102,1.5873,0,-1.5635,7.0216,0,-0.7795,-2.3202,4.8574,NA,NA,NA,NA,85,85,84.9,83.2,1760,1762,1764,1681
"1979:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,127,118,92,2.9468,1.7069,1.585,1.227,4.8751,4.8751,4.8751,0,-1.0964,-3.2532,-3.2532,-8.9601,7.2042,9.085,9.085,8.3287,-6.1205,-3.1086,-0.7856,0,-6.0856,-4.5998,-2.3247,-2.3414,NA,NA,NA,NA,84.4,84.4,84.6,82.8,1518,1522,1522,1524
"1979:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,131,141,99,4.3042,1.7587,1.8942,1.3196,5.852,3.8674,2.8879,1.6771,17.8758,12.8427,10.4008,1.0522,0,-0.863,-0.863,-1.9752,3.2083,1.5894,0.7918,2.2791,4.0035,0,-3.0925,2.3975,NA,NA,NA,NA,84.4,84.3,84.2,82.9,1527,1517,1548,1498
"1980:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,349,411,128,4.1325,4.7409,5.6044,1.7072,0,0.952,4.8437,-6.4493,7.9243,9.1195,11.5154,-9.02,-3.4136,-2.5704,1.748,2.015,3.1976,4.0142,4.0142,4.5969,3.1849,4.0035,3.9981,7.3363,NA,NA,NA,NA,84.3,84.2,84.3,83.1,1420,1424,1419,1341
"1980:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,122,193,83,1.8838,1.627,2.585,1.1024,-2.8046,-5.52,-2.7959,1.6842,-9.3557,-16.0431,-12.2704,-3.118,0.8724,0.8692,2.6285,2.0117,2.3832,-2.3323,-2.3338,0,2.3769,-3.0866,-3.842,-2.3277,NA,NA,NA,NA,84.2,83.9,83.9,82.8,1334,1332,1330,1350
"1980:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140,-46,-26,111,-1.8351,-0.6059,-0.3429,1.4755,-5.5455,-6.4271,-6.432,-3.2874,-20.8202,-18.0518,-18.9611,-10.0751,3.5161,0.8674,0.868,-1.972,-9.0502,-7.6008,-5.3781,-4.3949,-9.7389,-9.0218,-6.8479,-9.0332,NA,NA,NA,NA,83,83,83.1,82,1041,1041,1041,1047
"1980:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-479,-311,-193,-145,-6.15,-4.0328,-2.5116,-1.8955,-14.2071,-13.3865,-10.8485,-11.1064,-24.5802,-23.734,-21.1154,-17.5973,-9.0938,-7.5042,-5.8786,-5.8189,-20.081,-21.3253,-23.8155,-22.1391,-21.9454,-24.4155,-25.615,-23.2238,NA,NA,NA,NA,81,80.9,80.8,80.1,1019,1039,1030,1051
"1980:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180,-349,-483,-429,-2.3606,-4.5087,-6.1898,-5.5217,-8.338,-12.6613,-12.6613,-9.6825,-18.7223,-30.1575,-29.3322,-28.0854,-2.5777,-0.8642,-1.7216,-1.985,-22.352,-25.5391,-27.3865,-24.3522,-23.6653,-27.988,-30.4007,-29.1775,NA,NA,NA,NA,78.9,78.4,78.1,77.5,920,913,906,927
"1980:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-514,-495,-421,-319,-6.5993,-6.3718,-5.4436,-4.1524,-11.065,-8.4093,-8.4093,-9.7612,-21.1321,-21.1136,-20.1637,-12.5808,-5.9116,-0.8655,-1.7241,-1.9883,-25.4592,-24.2411,-19.6394,-15.2824,-28.0371,-26.9091,-23.0688,-16.1624,NA,NA,NA,NA,76.1,75.8,75.7,76.2,1191,1208,1223,1196
"1980:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238,-182,-180,-261,-3.1285,-2.3986,-2.3725,-3.4212,-6.6457,-6.6457,-5.7218,-6.6641,-19.5495,-19.5319,-19.5319,-20.3474,0.873,0.8737,2.6421,-1.9916,-17.1973,-12.7645,-11.2476,-9.1362,-20.1705,-16.5542,-12.8584,-11.9729,NA,NA,NA,NA,74.2,74.4,74.7,75.2,1266,1249,1265,1269
"1980:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,242,275,259,2.7173,3.2797,3.7345,3.5149,10.3095,11.3825,11.3825,12.7983,18.4544,18.4544,19.8851,17.3157,7.1827,8.1008,7.1719,6.2103,6.1768,7.9871,12.6444,4.9171,6.2504,9.9432,11.8098,7.9694,NA,NA,NA,NA,74.5,75,75.4,75.5,1399,1416,1429,1436
"1980:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,223,242,114,2.5189,3.0094,3.2696,1.5289,7.0471,8.0902,8.0902,3.4779,16.7832,20.983,20.983,11.9389,1.7391,1.7403,1.7403,2.0218,12.5876,17.3185,19.2929,20.9374,13.6632,22.5556,24.5926,22.3983,NA,NA,NA,NA,75.6,76.5,76.6,76.5,1544,1545,1541,1471
"1980:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,228,326,277,3.4667,3.0694,4.4151,3.7475,1.9559,4.9556,8.0428,5.2428,7.3214,6.068,9.8791,10.5841,-0.8587,4.3965,6.2042,8.3,20.991,23.9715,24.9525,17.8102,23.1541,26.1589,28.2045,21.9892,NA,NA,NA,NA,77.6,77.9,78.1,77.7,1569,1561,1557,1523
"1980:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,207,251,257,3.6075,2.773,3.3715,3.4619,8.0026,6.9596,6.9596,8.8376,13.7228,16.3615,17.7165,9.278,5.2774,2.6038,2.6038,2.0049,17.6701,21.4824,22.4463,23.0595,17.7352,22.5303,24.5199,24.5755,NA,NA,NA,NA,78.8,79.3,79.4,78.9,1555,1563,1550,1510
"1980:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,155,164,196,2.7396,2.0641,2.1851,2.6228,4.899,2.9136,2.9136,3.4282,16.1419,10.9265,8.4079,5.6669,0,-2.5378,0,4.0399,12.7543,12.7363,12.7363,7.0768,11.8849,10.9794,12.7633,4.9475,NA,NA,NA,NA,79.8,79.8,79.9,78.9,1548,1532,1535,1482
"1981:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,374,356,90,5.0383,5.0378,4.7901,1.194,11.0401,11.0401,13.1635,5.1676,24.1124,25.5722,25.5722,4.4894,6.1723,4.3646,6.1587,8.2007,7.3966,4.8771,5.707,-6.6091,5.7303,3.2342,4.0576,-4.7142,NA,NA,NA,NA,80,80,80,78.4,1585,1615,1660,1547
"1981:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,163,171,72,0.6709,2.1592,2.2663,0.9532,-8.205,-5.5328,-6.4271,-6.5017,-27.3865,-24.8226,-25.6863,-18.9454,2.5889,6.1273,6.1273,1.9818,-5.4058,-4.6443,-1.5706,-6.6457,-6.1756,-5.4197,0,-7.0214,NA,NA,NA,NA,79.3,79.4,79.8,77.8,1218,1214,1215,1246
